order_id;sum;date;payment_form;shipping;shipping_cost;discount;postcode;city;country;product_id 1;product_name 1;product_code 1;product_price 1;product_discount 1;product_quantity 1;product_value 1;product_pkwiu 1;product_tax 1;product_tax_value 1;product_id 2;product_name 2;product_code 2;product_price 2;product_discount 2;product_quantity 2;product_value 2;product_pkwiu 2;product_tax 2;product_tax_value 2;product_id 3;product_name 3;product_code 3;product_price 3;product_discount 3;product_quantity 3;product_value 3;product_pkwiu 3;product_tax 3;product_tax_value 3;product_id 4;product_name 4;product_code 4;product_price 4;product_discount 4;product_quantity 4;product_value 4;product_pkwiu 4;product_tax 4;product_tax_value 4;product_id 5;product_name 5;product_code 5;product_price 5;product_discount 5;product_quantity 5;product_value 5;product_pkwiu 5;product_tax 5;product_tax_value 5;product_id 6;product_name 6;product_code 6;product_price 6;product_discount 6;product_quantity 6;product_value 6;product_pkwiu 6;product_tax 6;product_tax_value 6;product_id 7;product_name 7;product_code 7;product_price 7;product_discount 7;product_quantity 7;product_value 7;product_pkwiu 7;product_tax 7;product_tax_value 7;product_id 8;product_name 8;product_code 8;product_price 8;product_discount 8;product_quantity 8;product_value 8;product_pkwiu 8;product_tax 8;product_tax_value 8;product_id 9;product_name 9;product_code 9;product_price 9;product_discount 9;product_quantity 9;product_value 9;product_pkwiu 9;product_tax 9;product_tax_value 9;product_id 10;product_name 10;product_code 10;product_price 10;product_discount 10;product_quantity 10;product_value 10;product_pkwiu 10;product_tax 10;product_tax_value 10;product_id 11;product_name 11;product_code 11;product_price 11;product_discount 11;product_quantity 11;product_value 11;product_pkwiu 11;product_tax 11;product_tax_value 11;product_id 12;product_name 12;product_code 12;product_price 12;product_discount 12;product_quantity 12;product_value 12;product_pkwiu 12;product_tax 12;product_tax_value 12;product_id 13;product_name 13;product_code 13;product_price 13;product_discount 13;product_quantity 13;product_value 13;product_pkwiu 13;product_tax 13;product_tax_value 13;product_id 14;product_name 14;product_code 14;product_price 14;product_discount 14;product_quantity 14;product_value 14;product_pkwiu 14;product_tax 14;product_tax_value 14;product_id 15;product_name 15;product_code 15;product_price 15;product_discount 15;product_quantity 15;product_value 15;product_pkwiu 15;product_tax 15;product_tax_value 15
334;119.99;2022-12-20 21:12;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;92-637;Łódź;Polska;215;LEGO 6712 Sheriff's Showdown [Western: Cowboys];58_1;119.99;0.0000;1;119.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;749.99;2022-12-21 09:24;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;88-100;Inowrocław;Polska;502;LEGO 6380 Emergency Treatment Center (St. Mary's Hospital) [Classic Town: Hospital] z instrukcją i pudełkiem;502;749.99;0.0000;1;749.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;1899.99;2022-12-22 11:44;Allegro;Allegro: Allegro Kurier DPD;0.00;0;24-120;Kazimierz Dolny;Polska;385;LEGO 6086 Black Knight's Castle [Castle: Black Knights] z instrukcją;385;1899.99;0.0000;1;1899.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;69.99;2022-12-22 22:00;Allegro;Allegro: Allegro One Box;0.00;0;55-200;Oława;Polska;237;LEGO 5900 Adventurer - Johnny Thunder [Adventurers: Desert];237;69.99;0.0000;1;69.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;119.99;2022-12-23 21:11;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;41-400;Mysłowice;Polska;410;LEGO 6550 Outback Racer [Town: Outback] z instrukcją i pudełkiem;410;119.99;0.0000;1;119.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;271.48;2022-12-25 11:10;BLIK;Kurier InPost;15.00;5;32-091;Pielgrzymowice;Polska;330;LEGO 6706 Frontier Patrol [Western: Cowboys];330;199.99;5.0000;1;189.99;;zw.;0;346;LEGO 2845 Indian Chief [Western: Indians] z instrukcją;346;69.99;5.0000;1;66.49;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;159.99;2022-12-25 17:15;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;27-400;Ostrowiec Świętokrzyski;Polska;425;Kaseta Kaliber 44 Księga Tajemnicza Prolog [1996] [S.P. Records];425;159.99;0.0000;1;159.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;99.99;2022-12-26 20:32;Allegro;Allegro: Allegro Kurier DPD;0.00;0;32-083;Szczyglice;Polska;204;LEGO 6522 Highway Patrol [Classic Town: Police] z instrukcją;204;99.99;0.0000;1;99.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;159.99;2022-12-27 21:10;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;63-000;Środa Wielkopolska;Polska;103;LEGO 6705 Space Explorers [Space: Supplemental];103;159.99;0.0000;1;159.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;1799.99;2022-12-28 13:54;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;20-583;Lublin;Polska;277;LEGO 4558 Metroliner [Train: 9V] z instrukcją;263;1799.99;0.0000;1;1799.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;89.99;2022-12-29 05:48;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;37-733;Hermanowice;Polska;526;LEGO 6831 Message Decoder [Space: Space Police I] z instrukcją;526;89.99;0.0000;1;89.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;69.99;2022-12-31 00:00;Autopay;Punkt odbioru DPD Pickup;10.00;0;05-827;Grodzisk Mazowiecki;Polska;521;LEGO 6649 Street Sweeper [Classic Town: Traffic] z instrukcją;521;59.99;0.0000;1;59.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;69.99;2022-12-31 00:18;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;67-200;Głogów;Polska;241;LEGO 6110 Solo Sub [Aquazone: Hydronauts];241;69.99;0.0000;1;69.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;109.99;2023-01-01 14:32;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;60-001;Poznań;Polska;485;LEGO 1970 Pirate's Gun Cart [Pirates: Pirates I];485;109.99;0.0000;1;109.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;59.99;2023-01-02 12:37;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;62-090;Rokietnica;Polska;30;LEGO 6814 Ice Tunnelator [Space: Ice Planet 2002] z instrukcją;FFFA-96140;59.99;0.0000;1;59.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;59.99;2023-01-02 20:59;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;62-090;Rokietnica;Polska;344;LEGO 6815 Hovertron [Space: Exploriens] z instrukcją;344;59.99;0.0000;1;59.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;89.99;2023-01-02 21:51;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;62-090;Rokietnica;Polska;141;LEGO 6856 Planetary Decoder [Space: Exploriens] z instrukcją;141;89.99;0.0000;1;89.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;89.99;2023-01-03 14:34;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;60-121;Poznań;Polska;506;LEGO 1736 Wizard's Cart [Castle: Dragon Knights] z instrukcją;506;89.99;0.0000;1;89.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;749.99;2023-01-05 19:05;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;57-500;Bystrzyca Kłodzka;Polska;209;LEGO 5978 Sphinx Secret Surprise [Adventurers: Desert] z instrukcją;209;749.99;0.0000;1;749.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;289.99;2023-01-06 16:33;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;28-366;Małogoszcz;Polska;125;LEGO 6265 Sabre Island [Pirates: Imperial Soldiers];125;289.99;0.0000;1;289.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;279.98;2023-01-07 01:30;Allegro;Allegro: Allegro Paczkomaty InPost;9.99;0;03-687;Warszawa;Polska;408;LEGO 6409 Island Arcade [Town: Paradisa] z instrukcją;408;269.99;0.0000;1;269.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;59.99;2023-01-08 18:12;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;54-434;Wrocław;Polska;181;LEGO 6815 Hovertron [Space: Exploriens] z instrukcją;117_1;59.99;0.0000;1;59.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;119.99;2023-01-09 16:57;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;18-106;Turośń Kościelna;Polska;119;LEGO 6851 Tri-Wheeled Tyrax [Space: Blacktron II] z instrukcją;119;119.99;0.0000;1;119.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;79.99;2023-01-09 22:06;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;53-026;Wrocław;Polska;522;LEGO 6675 Road & Trail 4x4 [Classic Town: Off-Road];522;79.99;0.0000;1;79.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;220.89;2023-01-10 16:53;Allegro;Allegro: Allegro One Kurier - dostawa jutro;10.90;0;02-296;Warszawa;Polska;510;LEGO 6008 Royal King [Castle: Royal Knights] z pudełkiem;510;209.99;0.0000;1;209.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;179.99;2023-01-11 11:02;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;62-090;Rokietnica;Polska;540;LEGO 6879 Blizzard Baron [Space: Ice Planet 2002] z instrukcją i pudełkiem;540;179.99;0.0000;1;179.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;189.98;2023-01-11 12:40;Allegro;Allegro: Allegro Paczkomaty InPost;9.99;0;58-200;Dzierżoniów;Polska;539;LEGO 6877 Vector Detector [Space: M: Tron] z instrukcją i pudełkiem;539;179.99;0.0000;1;179.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;159.99;2023-01-12 09:01;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;30-417;Kraków;Polska;527;LEGO 6876 Alienator [Space: Blacktron I] z instrukcją;527;159.99;0.0000;1;159.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;89.98;2023-01-14 13:14;Allegro;Allegro: Allegro Paczkomaty InPost;9.99;0;38-457;Zręcin;Polska;269;LEGO 1747 Treasure Surprise [Pirates: Pirates I] z instrukcją;255;79.99;0.0000;1;79.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;1399.92;2023-01-15 21:17;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;42-480;Poręba;Polska;207;LEGO 6235 Buried Treasure [Pirates: Pirates I] z instrukcją;190_1;109.99;0.0000;1;109.99;;zw.;0;190;LEGO 6235 Buried Treasure [Pirates: Pirates I] z instrukcją;190;109.99;0.0000;1;109.99;;zw.;0;282;LEGO 6235 Buried Treasure [Pirates: Pirates I] z instrukcją;268;109.99;0.0000;1;109.99;;zw.;0;512;LEGO 6237 Pirates' Plunder [Pirates: Pirates I] z pudełkiem;512;209.99;0.0000;1;209.99;;zw.;0;358;LEGO 6237 Pirates' Plunder [Pirates: Pirates I];358;119.99;0.0000;1;119.99;;zw.;0;492;LEGO 6260 Shipwreck Island [Pirates: Pirates I] z instrukcją;492;229.99;0.0000;1;229.99;;zw.;0;513;LEGO 6260 Shipwreck Island [Pirates: Pirates I];513;209.99;0.0000;1;209.99;;zw.;0;497;LEGO 6894 Invader [Space: Blacktron I] z instrukcją;497;299.99;0.0000;1;299.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;559.99;2023-01-16 10:39;PayPo;Punkt odbioru DPD Pickup;10.00;0;61-552;Poznań;Polska;514;LEGO 6270 Forbidden Island [Pirates: Pirates I] z instrukcją;514;549.99;0.0000;1;549.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;169.98;2023-01-16 16:46;Allegro;Allegro: Allegro Paczkomaty InPost;9.99;0;02-378;WARSZAWA;Polska;483;Kaseta OMP Wilanów... zobacz różnicę [1998] [Asfalt Records];483;159.99;0.0000;1;159.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;79.99;2023-01-17 20:52;Allegro;Allegro: Allegro Kurier DPD;0.00;0;50-371;Wrocław;Polska;202;LEGO 6808 Galaxy Trekkor [Space: Classic Space];202;79.99;0.0000;1;79.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;239.98;2023-01-19 16:19;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;44-240;Żory;Polska;62;LEGO 6835 Saucer Scout [Space: Spyrius] z instrukcją i pudełkiem;62;79.99;0.0000;1;79.99;;zw.;0;378;LEGO 6889 Recon Robot [Space: Spyrius] z instrukcją;378;159.99;0.0000;1;159.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;269.98;2023-01-19 18:16;Allegro;Allegro: Allegro Paczkomaty InPost;9.99;0;41-506;Chorzów;Polska;149;LEGO 6175 Crystal Explorer Sub [Aquazone: Aquasharks] z instrukcją;149;259.99;0.0000;1;259.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;309.98;2023-01-19 19:35;Autopay;Punkt odbioru DPD Pickup;10.00;0;43-300;Bielsko- Biała;Polska;541;LEGO 6886 Galactic Peace Keeper [Space: Space Police I] z instrukcją i pudełkiem;541;199.99;0.0000;1;199.99;;zw.;0;538;LEGO 6833 Beacon Tracer [Space: M:Tron] z instrukcją i pudełkiem;538;99.99;0.0000;1;99.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;139.98;2023-01-19 20:42;Allegro;Allegro: Allegro Paczkomaty InPost;9.99;0;02-793;Warszawa;Polska;423;Kaseta VA Hip-Hopla [1997] [S.P. Records];423;129.99;0.0000;1;129.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;219.99;2023-01-20 20:17;Autopay;Punkt odbioru DPD Pickup;10.00;0;51-167;Wrocław;Polska;533;LEGO 6259 Broadside's Brig [Pirates I: Imperial Soldiers] z instrukcją;533;209.99;0.0000;1;209.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;69.99;2023-01-21 22:39;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;92-412;Łódź;Polska;553;LEGO 8210 Nitro GTX Bike [Technic: Model: Riding Cycle] z instrukcją;553;69.99;0.0000;1;69.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;599.99;2023-01-22 23:20;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;41-800;Zabrze;Polska;590;LEGO 6958 Android Base [Space: Exploriens] z instrukcją;590;599.99;0.0000;1;599.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;49.98;2023-01-23 03:44;Allegro;Allegro: Allegro Paczkomaty InPost;9.99;0;44-100;Gliwice;Polska;564;LEGO 8006 Swamp Craft [Technic: RoboRiders];564;39.99;0.0000;1;39.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;79.99;2023-01-23 22:42;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;91-128;Łódź;Polska;569;LEGO 8507 Electro / Energy [Technic: Throwbot / Slizer] z instrukcją i pojemnikiem;569;79.99;0.0000;1;79.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;189.97;2023-01-24 11:22;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;39-200;Dębica;Polska;545;LEGO 6115 Shark Scout [Aquazone: Aquasharks];545;59.99;0.0000;1;59.99;;zw.;0;546;LEGO 6125 Sea Sprint 9 [Aquazone: Aquanauts] z instrukcją;546;59.99;0.0000;1;59.99;;zw.;0;570;LEGO 8512 Onyx [Technic: RoboRiders] z instrukcją i pudełkiem;570;69.99;0.0000;1;69.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;59.99;2023-01-27 14:37;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;83-010;Straszyn;Polska;520;LEGO 6531 Flame Chaser [Classic Town: Fire] z instrukcją;520;59.99;0.0000;1;59.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;329.98;2023-01-27 20:45;Allegro;Allegro: Allegro Paczkomaty InPost;9.99;0;42-200;Częstochowa;Polska;382;LEGO 6034 Black Monarch's Ghost [Castle: Black Knights] z instrukcją i pudełkiem;382;319.99;0.0000;1;319.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;199.99;2023-01-29 17:10;Allegro;Allegro: Allegro Paczkomaty InPost;0.00;0;76-200;Słupsk;Polska;238;LEGO 6259 Broadside's Brig [Pirates: Imperial Soldiers] z instrukcją;238;199.99;0.0000;1;199.99;;zw.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
